"centre_band","sea_state","no","species","trip","flightresponse","bin_resp"
25,4,2,"LN","09-Feb Lyness-Houton",1,1
250,4,1,"ND","09-Feb Lyness-Houton",0,0
250,4,3,"E","09-Feb Lyness-Houton",0,0
250,4,4,"E","09-Feb Lyness-Houton",0,0
25,4,6,"LN","09-Feb Lyness-Houton",0,0
250,4,3,"LN","09-Feb Lyness-Houton",0,0
75,4,6,"LN","09-Feb Lyness-Houton",0,0
25,4,1,"TY","09-Feb Lyness-Houton",0,0
250,4,5,"TY","09-Feb Lyness-Houton",0,0
150,4,9,"LN","09-Feb Lyness-Houton",0,0
150,4,1,"ND","09-Feb Lyness-Houton",0,0
25,4,1,"TY","09-Feb Lyness-Houton",0,0
75,4,3,"LN","09-Feb Lyness-Houton",0,0
75,4,2,"LN","09-Feb Lyness-Houton",1,1
25,4,1,"TY","09-Feb Lyness-Houton",0,1
150,4,2,"LN","09-Feb Lyness-Houton",0,0
250,4,2,"LN","09-Feb Lyness-Houton",0,0
75,4,1,"ND","09-Feb Lyness-Houton",0,1
250,4,2,"E","09-Feb Lyness-Houton",0,0
150,4,2,"LN","09-Feb Lyness-Houton",1,1
250,4,3,"LN","09-Feb Lyness-Houton",0,0
25,4,1,"ND","09-Feb Lyness-Houton",0,1
250,4,1,"ND","09-Feb Lyness-Houton",0,0
150,4,1,"SZ","09-Feb Lyness-Houton",1,1
25,4,1,"TY","09-Feb Lyness-Houton",0,0
250,4,19,"TY","09-Feb Lyness-Houton",0,0
75,4,1,"TY","09-Feb Lyness-Houton",0,0
150,4,2,"E","09-Feb Lyness-Houton",0,0
150,4,3,"E","09-Feb Lyness-Houton",0,0
75,4,1,"ND","09-Feb Lyness-Houton",0,0
150,4,1,"RM","09-Feb Lyness-Houton",1,1
75,4,2,"E","09-Feb Lyness-Houton",0,0
150,4,2,"E","09-Feb Lyness-Houton",0,0
150,4,2,"E","09-Feb Lyness-Houton",0,0
150,4,1,"TY","09-Feb Lyness-Houton",0,0
250,4,3,"E","09-Feb Lyness-Houton",0,0
250,4,1,"ND","09-Feb Lyness-Houton",0,0
150,4,1,"LN","09-Feb Lyness-Houton",0,0
150,4,4,"LN","09-Feb Lyness-Houton",0,1
250,4,1,"ND","09-Feb Lyness-Houton",0,0
150,4,3,"LN","09-Feb Lyness-Houton",0,1
250,4,5,"LN","09-Feb Lyness-Houton",0,0
25,4,1,"TY","09-Feb Lyness-Houton",0,0
250,4,1,"TY","09-Feb Lyness-Houton",0,0
25,4,1,"TY","09-Feb Lyness-Houton",0,0
250,4,1,"ND","09-Feb Lyness-Houton",0,0
150,4,1,"SA","09-Feb Lyness-Houton",1,1
250,4,1,"SA","09-Feb Lyness-Houton",1,1
25,4,1,"TY","09-Feb Lyness-Houton",0,0
75,4,1,"TY","09-Feb Lyness-Houton",0,0
75,4,2,"TY","09-Feb Lyness-Houton",0,1
75,4,1,"ND","09-Feb Lyness-Houton",0,1
75,4,1,"E","09-Feb Lyness-Houton",0,0
25,4,1,"TY","09-Feb Lyness-Houton",0,0
25,4,1,"E","09-Feb Lyness-Houton",0,0
75,4,1,"E","09-Feb Lyness-Houton",0,1
25,4,3,"LN","09-Feb Lyness-Houton",0,0
25,4,4,"LN","09-Feb Lyness-Houton",1,1
150,4,1,"RM","09-Feb Lyness-Houton",0,0
25,4,1,"SA","09-Feb Lyness-Houton",0,0
25,4,1,"TY","09-Feb Lyness-Houton",0,0
25,4,1,"TY","09-Feb Lyness-Houton",0,0
25,4,5,"E","09-Feb Lyness-Houton",0,0
25,4,2,"LN","09-Feb Lyness-Houton",0,1
25,4,1,"RM","09-Feb Lyness-Houton",0,0
250,4,1,"RM","09-Feb Lyness-Houton",1,1
250,4,1,"SA","09-Feb Lyness-Houton",0,0
25,4,1,"SZ","09-Feb Lyness-Houton",1,1
25,4,1,"TY","09-Feb Lyness-Houton",1,1
25,4,1,"E","09-Feb Lyness-Houton",0,0
25,4,1,"RM","09-Feb Lyness-Houton",0,0
25,4,1,"RM","09-Feb Lyness-Houton",0,0
25,4,1,"SA","09-Feb Lyness-Houton",0,1
25,4,1,"TY","09-Feb Lyness-Houton",0,1
25,4,1,"TY","09-Feb Lyness-Houton",0,0
75,4,1,"ND","09-Feb Lyness-Houton",0,1
25,4,1,"ND","09-Feb Lyness-Houton",0,1
250,4,1,"ND","09-Feb Lyness-Houton",0,0
75,4,1,"ND","09-Feb Lyness-Houton",0,0
25,4,3,"TY","09-Feb Lyness-Houton",0,0
75,4,1,"TY","09-Feb Lyness-Houton",0,0
250,4,1,"SA","09-Feb Lyness-Houton",0,0
25,1,1,"SA","10-Feb Tingwall-Rousay",0,1
250,1,7,"E","10-Feb Tingwall-Rousay",0,0
150,1,1,"SA","10-Feb Tingwall-Rousay",0,0
250,1,1,"SA","10-Feb Tingwall-Rousay",0,0
25,2,4,"E","10-Feb Tingwall-Rousay",0,1
75,2,1,"E","10-Feb Tingwall-Rousay",0,0
150,2,1,"TY","10-Feb Tingwall-Rousay",0,0
250,1,1,"TY","10-Feb Tingwall-Rousay",0,0
75,2,2,"E","10-Feb Tingwall-Rousay",0,0
25,2,1,"SA","10-Feb Tingwall-Rousay",0,1
250,2,25,"SA","10-Feb Tingwall-Rousay",0,0
25,2,2,"SA","10-Feb Tingwall-Rousay",0,0
250,2,7,"SA","10-Feb Tingwall-Rousay",0,0
25,2,1,"SA","10-Feb Tingwall-Rousay",0,0
25,2,10,"SA","10-Feb Tingwall-Rousay",0,1
25,2,21,"SA","10-Feb Tingwall-Rousay",1,1
75,2,2,"SA","10-Feb Tingwall-Rousay",0,0
75,2,37,"SA","10-Feb Tingwall-Rousay",0,0
150,2,4,"LN","10-Feb Tingwall-Rousay",0,0
25,2,2,"SA","10-Feb Tingwall-Rousay",1,1
150,2,38,"SA","10-Feb Tingwall-Rousay",0,0
75,2,1,"LN","10-Feb Tingwall-Rousay",1,1
25,2,1,"TY","10-Feb Tingwall-Rousay",0,0
25,2,1,"SA","10-Feb Tingwall-Rousay",0,1
250,2,6,"SA","10-Feb Tingwall-Rousay",0,0
150,1,1,"SA","10-Feb Tingwall-Rousay",0,0
25,1,1,"SA","10-Feb Tingwall-Rousay",0,0
150,1,4,"SA","10-Feb Tingwall-Rousay",0,0
250,1,1,"TY","10-Feb Tingwall-Rousay",0,0
25,1,2,"E","10-Feb Tingwall-Rousay",0,1
75,1,1,"E","10-Feb Tingwall-Rousay",0,1
25,1,1,"SA","10-Feb Tingwall-Rousay",0,0
25,1,1,"SA","10-Feb Tingwall-Rousay",0,1
25,1,2,"SA","10-Feb Tingwall-Rousay",0,1
150,1,2,"SA","10-Feb Tingwall-Rousay",0,0
75,1,1,"SA","10-Feb Tingwall-Rousay",0,1
25,1,1,"TY","10-Feb Tingwall-Rousay",0,0
25,1,31,"E","10-Feb Tingwall-Rousay",0,1
25,1,31,"E","10-Feb Tingwall-Rousay",0,1
25,1,8,"E","10-Feb Tingwall-Rousay",0,1
75,1,7,"E","10-Feb Tingwall-Rousay",0,0
75,1,14,"E","10-Feb Tingwall-Rousay",0,1
25,1,3,"E","10-Feb Tingwall-Rousay",0,1
25,1,10,"E","10-Feb Tingwall-Rousay",1,1
25,1,3,"E","10-Feb Tingwall-Rousay",0,1
150,1,1,"E","10-Feb Tingwall-Rousay",0,0
250,1,2,"E","10-Feb Tingwall-Rousay",0,0
75,1,2,"E","10-Feb Tingwall-Rousay",0,0
150,1,2,"RH","10-Feb Tingwall-Rousay",0,1
75,1,1,"E","10-Feb Tingwall-Rousay",0,0
250,1,1,"RM","10-Feb Tingwall-Rousay",1,1
250,1,2,"RM","10-Feb Tingwall-Rousay",0,0
25,1,2,"TY","10-Feb Tingwall-Rousay",0,0
25,1,2,"TY","10-Feb Tingwall-Rousay",0,0
250,1,3,"RM","10-Feb Rousay-Wyre",1,1
25,1,1,"LN","10-Feb Rousay-Wyre",1,1
250,1,3,"RM","10-Feb Rousay-Wyre",0,0
25,1,1,"SA","10-Feb Rousay-Wyre",0,0
25,1,1,"SA","10-Feb Rousay-Wyre",0,0
25,1,1,"SA","10-Feb Wyre-Rousay",0,0
75,1,2,"TY","10-Feb Wyre-Rousay",0,0
250,1,6,"RM","10-Feb Wyre-Rousay",0,0
25,1,1,"TY","10-Feb Wyre-Rousay",0,1
150,1,1,"SA","10-Feb Rousay-Egilsay",0,0
25,1,1,"TY","10-Feb Rousay-Egilsay",0,0
25,1,2,"TY","10-Feb Rousay-Egilsay",0,0
75,1,1,"TY","10-Feb Rousay-Egilsay",0,0
25,1,12,"E","10-Feb Rousay-Egilsay",0,1
250,1,5,"E","10-Feb Rousay-Egilsay",0,0
25,1,1,"TY","10-Feb Rousay-Egilsay",0,1
250,1,4,"LN","10-Feb Rousay-Egilsay",0,0
250,1,3,"LN","10-Feb Rousay-Egilsay",1,1
250,1,10,"E","10-Feb Rousay-Egilsay",0,0
75,1,2,"E","10-Feb Rousay-Egilsay",0,0
250,1,2,"RM","10-Feb Rousay-Egilsay",0,0
75,1,1,"TY","10-Feb Rousay-Egilsay",0,0
25,1,1,"E","10-Feb Rousay-Egilsay",0,1
25,1,1,"TY","10-Feb Rousay-Egilsay",0,1
250,1,2,"RH","10-Feb Rousay-Egilsay",1,1
150,1,1,"SA","10-Feb Rousay-Egilsay",0,0
150,1,2,"E","10-Feb Rousay-Egilsay",0,0
75,1,1,"E","10-Feb Rousay-Egilsay",0,0
150,1,1,"ND","10-Feb Rousay-Egilsay",0,0
25,1,1,"TY","10-Feb Rousay-Egilsay",1,1
150,1,1,"ND","10-Feb Rousay-Egilsay",0,0
150,1,1,"E","10-Feb Rousay-Egilsay",0,0
150,1,1,"TY","10-Feb Rousay-Egilsay",0,0
250,1,2,"E","10-Feb Egilsay-Wyre",0,0
250,1,30,"E","10-Feb Egilsay-Wyre",0,0
250,1,2,"ND","10-Feb Egilsay-Wyre",0,0
25,1,1,"TY","10-Feb Egilsay-Wyre",0,0
150,1,1,"E","10-Feb Egilsay-Wyre",0,0
250,1,2,"E","10-Feb Egilsay-Wyre",0,0
150,1,1,"ND","10-Feb Egilsay-Wyre",0,1
250,1,1,"ND","10-Feb Egilsay-Wyre",0,0
250,1,1,"ND","10-Feb Egilsay-Wyre",1,1
75,1,1,"SA","10-Feb Egilsay-Wyre",0,0
25,1,1,"TY","10-Feb Egilsay-Wyre",1,1
25,1,1,"TY","10-Feb Egilsay-Wyre",0,0
75,1,1,"E","10-Feb Egilsay-Wyre",0,0
250,1,2,"ND","10-Feb Egilsay-Wyre",0,1
25,1,1,"TY","10-Feb Egilsay-Wyre",0,0
75,1,1,"TY","10-Feb Egilsay-Wyre",0,0
75,1,1,"TY","10-Feb Egilsay-Wyre",0,0
150,1,1,"LN","10-Feb Egilsay-Wyre",1,1
25,1,1,"TY","10-Feb Egilsay-Wyre",1,1
250,1,1,"TY","10-Feb Egilsay-Wyre",0,0
150,1,1,"E","10-Feb Egilsay-Wyre",0,0
150,1,1,"TY","10-Feb Egilsay-Wyre",0,0
250,1,3,"LN","10-Feb Egilsay-Wyre",0,0
250,1,2,"RM","10-Feb Egilsay-Wyre",0,0
25,1,1,"TY","10-Feb Egilsay-Wyre",0,0
150,1,14,"E","10-Feb Egilsay-Wyre",0,0
250,1,2,"E","10-Feb Egilsay-Wyre",0,0
250,1,2,"SA","10-Feb Egilsay-Wyre",0,0
25,1,1,"TY","10-Feb Egilsay-Wyre",0,1
25,1,1,"TY","10-Feb Egilsay-Wyre",0,0
25,1,1,"E","10-Feb Egilsay-Wyre",0,1
25,1,1,"E","10-Feb Egilsay-Wyre",0,0
75,1,1,"E","10-Feb Egilsay-Wyre",0,1
25,1,1,"TY","10-Feb Egilsay-Wyre",0,0
25,1,2,"TY","10-Feb Egilsay-Wyre",0,0
25,1,1,"TY","10-Feb Egilsay-Wyre",0,0
75,1,2,"LN","10-Feb Egilsay-Wyre",1,1
75,1,1,"TY","10-Feb Egilsay-Wyre",0,0
150,1,1,"TY","10-Feb Egilsay-Wyre",0,0
25,1,2,"E","10-Feb Egilsay-Wyre",0,1
250,1,2,"TY","10-Feb Egilsay-Wyre",0,0
250,1,1,"E","10-Feb Egilsay-Wyre",0,0
150,1,2,"SA","10-Feb Egilsay-Wyre",0,1
25,1,1,"SA","10-Feb Egilsay-Wyre",0,0
75,1,1,"SA","10-Feb Egilsay-Wyre",0,0
25,1,1,"TY","10-Feb Egilsay-Wyre",0,1
75,1,1,"TY","10-Feb Egilsay-Wyre",0,0
250,1,1,"RM","10-Feb Rousay-Tingwall",0,0
75,1,1,"TY","10-Feb Rousay-Tingwall",0,0
150,1,1,"TY","10-Feb Rousay-Tingwall",0,0
25,1,1,"RH","10-Feb Rousay-Tingwall",0,1
150,1,3,"RM","10-Feb Rousay-Tingwall",0,1
250,1,2,"RM","10-Feb Rousay-Tingwall",0,0
150,1,1,"SA","10-Feb Rousay-Tingwall",0,0
150,1,1,"TY","10-Feb Rousay-Tingwall",0,0
75,1,8,"E","10-Feb Rousay-Tingwall",0,1
25,1,1,"SA","10-Feb Rousay-Tingwall",0,0
150,1,1,"LN","10-Feb Rousay-Tingwall",0,0
75,1,3,"RM","10-Feb Rousay-Tingwall",0,1
250,1,4,"E","10-Feb Rousay-Tingwall",0,0
250,1,3,"LN","10-Feb Rousay-Tingwall",0,0
150,1,1,"RH","10-Feb Rousay-Tingwall",0,0
150,1,1,"TY","10-Feb Rousay-Tingwall",0,0
25,1,12,"E","10-Feb Rousay-Tingwall",0,1
25,1,18,"SA","10-Feb Rousay-Tingwall",0,1
25,1,2,"E","10-Feb Rousay-Tingwall",0,0
25,1,2,"E","10-Feb Rousay-Tingwall",0,0
75,1,70,"E","10-Feb Rousay-Tingwall",0,1
25,1,3,"SA","10-Feb Rousay-Tingwall",0,1
25,1,8,"E","10-Feb Rousay-Tingwall",0,1
150,1,11,"LN","10-Feb Rousay-Tingwall",1,1
25,1,1,"SA","10-Feb Rousay-Tingwall",1,1
75,1,1,"SA","10-Feb Rousay-Tingwall",0,0
25,1,3,"E","10-Feb Rousay-Tingwall",0,1
25,1,1,"SA","10-Feb Rousay-Tingwall",0,1
75,1,1,"SA","10-Feb Rousay-Tingwall",0,0
150,1,1,"SA","10-Feb Rousay-Tingwall",0,0
75,1,1,"SA","10-Feb Rousay-Tingwall",0,1
150,1,1,"TY","10-Feb Rousay-Tingwall",0,0
150,1,2,"LN","10-Feb Rousay-Tingwall",0,0
250,1,3,"SA","10-Feb Rousay-Tingwall",0,0
150,1,1,"TY","10-Feb Rousay-Tingwall",0,0
75,1,1,"SA","10-Feb Rousay-Tingwall",0,0
25,1,1,"TY","10-Feb Rousay-Tingwall",0,1
250,1,2,"TY","10-Feb Rousay-Tingwall",0,0
75,1,1,"TY","10-Feb Rousay-Tingwall",0,0
75,1,1,"TY","10-Feb Rousay-Tingwall",0,0
250,1,130,"SA","10-Feb Rousay-Tingwall",0,0
25,1,1,"TY","10-Feb Rousay-Tingwall",0,0
75,1,1,"TY","10-Feb Rousay-Tingwall",0,0
25,1,2,"SA","10-Feb Rousay-Tingwall",0,1
75,1,1,"SA","10-Feb Rousay-Tingwall",0,0
25,1,1,"TY","10-Feb Rousay-Tingwall",0,0
25,1,1,"TY","10-Feb Rousay-Tingwall",0,0
25,1,1,"TY","10-Feb Rousay-Tingwall",0,0
25,1,2,"TY","10-Feb Rousay-Tingwall",1,1
25,1,45,"SA","10-Feb Rousay-Tingwall",1,1
150,1,1,"SA","10-Feb Rousay-Tingwall",0,0
75,1,52,"SA","10-Feb Rousay-Tingwall",0,1
75,1,25,"SA","10-Feb Rousay-Tingwall",0,0
75,1,8,"SA","10-Feb Rousay-Tingwall",0,0
25,1,23,"E","10-Feb Rousay-Tingwall",0,1
25,1,2,"SA","10-Feb Rousay-Tingwall",0,0
75,1,10,"SA","10-Feb Rousay-Tingwall",1,1
25,1,18,"E","10-Feb Rousay-Tingwall",0,1
25,1,2,"E","10-Feb Rousay-Tingwall",0,1
25,1,1,"LN","10-Feb Rousay-Tingwall",1,1
25,1,2,"E","10-Feb Rousay-Tingwall",0,1
75,1,4,"E","10-Feb Rousay-Tingwall",0,0
25,1,1,"E","10-Feb Rousay-Tingwall",0,0
250,1,1,"E","10-Feb Rousay-Tingwall",0,0
75,1,3,"E","10-Feb Rousay-Tingwall",0,0
75,1,1,"TY","10-Feb Rousay-Tingwall",0,1
250,1,1,"ND","10-Feb Rousay-Tingwall",0,0
75,1,2,"TY","10-Feb Rousay-Tingwall",0,0
150,1,1,"SA","10-Feb Rousay-Tingwall",0,0
25,1,1,"TY","10-Feb Rousay-Tingwall",0,0
250,1,1,"TY","10-Feb Rousay-Tingwall",0,0
150,2,1,"TY","11-Feb Tingwall-Rousay",0,0
75,2,1,"TY","11-Feb Tingwall-Rousay",0,0
25,2,2,"E","11-Feb Tingwall-Rousay",0,1
25,2,1,"TY","11-Feb Tingwall-Rousay",0,0
250,2,1,"TY","11-Feb Tingwall-Rousay",0,0
75,2,2,"TY","11-Feb Tingwall-Rousay",0,0
150,2,1,"TY","11-Feb Tingwall-Rousay",0,0
25,2,2,"E","11-Feb Tingwall-Rousay",0,0
75,2,2,"E","11-Feb Tingwall-Rousay",0,0
25,2,1,"RH","11-Feb Tingwall-Rousay",1,1
25,2,1,"TY","11-Feb Tingwall-Rousay",0,0
150,2,1,"SA","11-Feb Tingwall-Rousay",1,1
75,2,1,"SA","11-Feb Tingwall-Rousay",0,0
75,2,1,"TY","11-Feb Tingwall-Rousay",0,0
25,2,2,"SA","11-Feb Tingwall-Rousay",1,1
25,2,1,"SA","11-Feb Tingwall-Rousay",0,1
150,2,10,"SA","11-Feb Tingwall-Rousay",0,0
75,2,5,"SA","11-Feb Tingwall-Rousay",0,0
75,2,1,"RH","11-Feb Tingwall-Rousay",1,1
25,2,3,"SA","11-Feb Tingwall-Rousay",1,1
25,2,2,"SA","11-Feb Tingwall-Rousay",1,1
150,2,1,"SA","11-Feb Tingwall-Rousay",0,0
75,2,1,"SA","11-Feb Tingwall-Rousay",1,1
75,2,3,"SA","11-Feb Tingwall-Rousay",1,1
75,2,9,"SA","11-Feb Tingwall-Rousay",0,0
75,2,14,"SA","11-Feb Tingwall-Rousay",0,0
25,2,1,"SA","11-Feb Tingwall-Rousay",0,1
75,2,1,"SA","11-Feb Tingwall-Rousay",0,0
25,2,1,"TY","11-Feb Tingwall-Rousay",0,1
25,2,3,"SA","11-Feb Tingwall-Rousay",0,0
150,2,1,"SA","11-Feb Tingwall-Rousay",0,0
25,2,1,"TY","11-Feb Tingwall-Rousay",0,0
150,2,2,"TY","11-Feb Tingwall-Rousay",0,0
25,2,1,"SA","11-Feb Tingwall-Rousay",0,0
25,2,2,"TY","11-Feb Tingwall-Rousay",0,0
25,2,3,"E","11-Feb Tingwall-Rousay",1,1
75,2,3,"E","11-Feb Tingwall-Rousay",0,0
150,2,1,"ND","11-Feb Tingwall-Rousay",0,1
75,2,1,"SA","11-Feb Tingwall-Rousay",1,1
150,2,27,"E","11-Feb Tingwall-Rousay",0,0
75,2,5,"E","11-Feb Tingwall-Rousay",0,0
75,2,2,"E","11-Feb Tingwall-Rousay",0,0
75,2,2,"E","11-Feb Tingwall-Rousay",0,0
25,2,1,"LN","11-Feb Tingwall-Rousay",0,1
150,2,3,"SA","11-Feb Tingwall-Rousay",0,0
75,2,1,"SA","11-Feb Tingwall-Rousay",0,0
75,2,1,"SA","11-Feb Tingwall-Rousay",0,0
25,2,4,"E","11-Feb Tingwall-Rousay",1,1
150,2,3,"E","11-Feb Tingwall-Rousay",0,0
150,2,2,"E","11-Feb Tingwall-Rousay",0,0
250,2,2,"E","11-Feb Tingwall-Rousay",0,0
250,2,2,"E","11-Feb Tingwall-Rousay",0,0
75,2,1,"E","11-Feb Tingwall-Rousay",0,0
75,2,1,"LN","11-Feb Tingwall-Rousay",0,0
150,2,2,"SA","11-Feb Tingwall-Rousay",0,0
75,2,1,"E","11-Feb Tingwall-Rousay",0,0
25,2,1,"E","11-Feb Tingwall-Rousay",0,0
25,2,2,"E","11-Feb Tingwall-Rousay",0,1
150,2,8,"E","11-Feb Tingwall-Rousay",0,0
150,2,6,"E","11-Feb Tingwall-Rousay",0,0
75,2,2,"E","11-Feb Tingwall-Rousay",0,0
75,2,14,"E","11-Feb Tingwall-Rousay",0,1
75,2,2,"LN","11-Feb Tingwall-Rousay",0,1
75,2,1,"SA","11-Feb Tingwall-Rousay",0,0
25,2,7,"E","11-Feb Tingwall-Rousay",0,1
25,2,4,"E","11-Feb Tingwall-Rousay",0,0
75,2,41,"E","11-Feb Tingwall-Rousay",0,1
75,2,6,"E","11-Feb Tingwall-Rousay",0,0
150,2,1,"TY","11-Feb Tingwall-Rousay",0,0
75,2,1,"TY","11-Feb Tingwall-Rousay",0,0
150,2,1,"LN","11-Feb Tingwall-Rousay",0,1
25,2,1,"TY","11-Feb Tingwall-Rousay",0,0
25,2,1,"TY","11-Feb Tingwall-Rousay",0,0
75,2,1,"TY","11-Feb Tingwall-Rousay",0,0
25,2,1,"E","11-Feb Tingwall-Rousay",0,1
150,2,1,"TY","11-Feb Tingwall-Rousay",0,0
250,2,7,"E","11-Feb Tingwall-Rousay",0,0
250,2,2,"LN","11-Feb Tingwall-Rousay",0,0
250,2,6,"RM","11-Feb Tingwall-Rousay",0,0
25,2,2,"TY","11-Feb Tingwall-Rousay",0,0
75,2,1,"TY","11-Feb Tingwall-Rousay",0,1
25,2,1,"TY","11-Feb Rousay-Tingwall",0,1
150,2,1,"TY","11-Feb Rousay-Tingwall",0,0
75,2,2,"TY","11-Feb Rousay-Tingwall",0,0
150,2,5,"E","11-Feb Rousay-Tingwall",0,1
150,2,1,"LN","11-Feb Rousay-Tingwall",0,0
75,2,1,"SA","11-Feb Rousay-Tingwall",0,0
250,2,1,"ND","11-Feb Rousay-Tingwall",0,0
25,2,1,"TY","11-Feb Rousay-Tingwall",0,1
75,1,1,"LN","11-Feb Rousay-Tingwall",0,1
250,1,1,"ND","11-Feb Rousay-Tingwall",0,0
75,1,1,"SA","11-Feb Rousay-Tingwall",0,1
150,1,1,"TY","11-Feb Rousay-Tingwall",0,0
150,1,1,"TY","11-Feb Rousay-Tingwall",0,0
25,1,8,"E","11-Feb Rousay-Tingwall",0,1
250,1,1,"E","11-Feb Rousay-Tingwall",0,0
150,1,1,"SA","11-Feb Rousay-Tingwall",0,1
25,1,1,"TY","11-Feb Rousay-Tingwall",0,0
25,1,3,"E","11-Feb Rousay-Tingwall",0,1
25,1,4,"E","11-Feb Rousay-Tingwall",0,1
150,1,14,"E","11-Feb Rousay-Tingwall",0,1
75,1,8,"E","11-Feb Rousay-Tingwall",0,1
25,1,2,"E","11-Feb Rousay-Tingwall",0,1
25,1,6,"E","11-Feb Rousay-Tingwall",0,1
25,1,2,"E","11-Feb Rousay-Tingwall",0,1
25,1,7,"E","11-Feb Rousay-Tingwall",0,1
150,1,34,"E","11-Feb Rousay-Tingwall",0,1
150,1,6,"E","11-Feb Rousay-Tingwall",0,1
250,1,26,"E","11-Feb Rousay-Tingwall",0,1
250,1,4,"E","11-Feb Rousay-Tingwall",0,0
75,1,8,"E","11-Feb Rousay-Tingwall",0,1
75,1,2,"E","11-Feb Rousay-Tingwall",0,1
150,1,9,"LN","11-Feb Rousay-Tingwall",0,0
25,1,1,"SA","11-Feb Rousay-Tingwall",0,1
25,1,1,"SA","11-Feb Rousay-Tingwall",0,0
75,1,1,"SA","11-Feb Rousay-Tingwall",0,0
25,1,11,"E","11-Feb Rousay-Tingwall",0,1
250,1,3,"E","11-Feb Rousay-Tingwall",0,0
75,1,2,"E","11-Feb Rousay-Tingwall",0,1
75,1,4,"E","11-Feb Rousay-Tingwall",0,1
25,1,1,"SA","11-Feb Rousay-Tingwall",0,0
250,1,1,"SA","11-Feb Rousay-Tingwall",0,0
75,1,1,"SA","11-Feb Rousay-Tingwall",0,0
250,1,2,"E","11-Feb Rousay-Tingwall",0,0
250,1,1,"ND","11-Feb Rousay-Tingwall",0,0
75,1,1,"SA","11-Feb Rousay-Tingwall",0,0
75,1,1,"TY","11-Feb Rousay-Tingwall",0,0
25,2,1,"SA","11-Feb Rousay-Tingwall",0,0
75,2,1,"TY","11-Feb Rousay-Tingwall",0,0
25,2,1,"SA","11-Feb Rousay-Tingwall",0,1
25,2,1,"TY","11-Feb Rousay-Tingwall",0,1
250,2,5,"SA","11-Feb Rousay-Tingwall",0,0
75,2,1,"SA","11-Feb Rousay-Tingwall",0,0
75,2,1,"SA","11-Feb Rousay-Tingwall",0,0
25,1,1,"RH","11-Feb Rousay-Tingwall",0,1
250,1,9,"SA","11-Feb Rousay-Tingwall",0,0
250,1,14,"SA","11-Feb Rousay-Tingwall",0,0
75,1,2,"SA","11-Feb Rousay-Tingwall",0,0
75,1,1,"RH","11-Feb Rousay-Tingwall",0,1
25,1,1,"SA","11-Feb Rousay-Tingwall",1,1
150,1,2,"SA","11-Feb Rousay-Tingwall",0,0
75,1,1,"SA","11-Feb Rousay-Tingwall",0,0
75,1,1,"SA","11-Feb Rousay-Tingwall",0,0
75,1,2,"SA","11-Feb Rousay-Tingwall",0,1
25,1,11,"SA","11-Feb Rousay-Tingwall",1,1
25,1,2,"SA","11-Feb Rousay-Tingwall",0,1
250,1,1,"SA","11-Feb Rousay-Tingwall",0,0
75,1,1,"SA","11-Feb Rousay-Tingwall",0,0
75,1,1,"TY","11-Feb Rousay-Tingwall",0,0
25,1,3,"SA","11-Feb Rousay-Tingwall",0,1
75,1,3,"SA","11-Feb Rousay-Tingwall",0,1
25,1,5,"E","11-Feb Rousay-Tingwall",0,1
25,1,1,"SA","11-Feb Rousay-Tingwall",0,1
25,1,1,"E","11-Feb Rousay-Tingwall",0,1
250,1,2,"E","11-Feb Rousay-Tingwall",0,0
25,1,1,"LN","11-Feb Rousay-Tingwall",1,1
250,1,1,"SA","11-Feb Rousay-Tingwall",0,0
150,1,1,"E","11-Feb Rousay-Tingwall",0,1
25,1,1,"TY","11-Feb Rousay-Tingwall",0,1
250,1,1,"TY","11-Feb Rousay-Tingwall",0,0
150,1,1,"SA","11-Feb Rousay-Tingwall",0,0
25,1,1,"TY","11-Feb Rousay-Tingwall",0,1
250,1,1,"TY","11-Feb Rousay-Tingwall",0,0
75,4,1,"SA","13-Feb Tingwall-Rousay",0,1
25,4,1,"TY","13-Feb Tingwall-Rousay",0,1
150,4,1,"TY","13-Feb Tingwall-Rousay",0,0
75,4,1,"ND","13-Feb Tingwall-Rousay",1,1
25,4,2,"E","13-Feb Tingwall-Rousay",0,1
150,4,4,"E","13-Feb Tingwall-Rousay",0,0
150,4,1,"ND","13-Feb Tingwall-Rousay",0,0
250,4,40,"SA","13-Feb Tingwall-Rousay",0,0
25,4,2,"E","13-Feb Tingwall-Rousay",0,0
150,4,8,"E","13-Feb Tingwall-Rousay",0,0
150,4,2,"SA","13-Feb Tingwall-Rousay",0,0
250,4,2,"SA","13-Feb Tingwall-Rousay",0,0
250,4,30,"SA","13-Feb Tingwall-Rousay",0,0
25,4,2,"SA","13-Feb Tingwall-Rousay",0,0
25,4,2,"SA","13-Feb Tingwall-Rousay",0,1
25,4,5,"SA","13-Feb Tingwall-Rousay",0,0
150,4,5,"SA","13-Feb Tingwall-Rousay",0,0
25,4,8,"SA","13-Feb Tingwall-Rousay",0,0
25,4,14,"SA","13-Feb Tingwall-Rousay",1,1
150,4,1,"TY","13-Feb Tingwall-Rousay",0,1
25,4,15,"SA","13-Feb Tingwall-Rousay",1,1
25,4,9,"SA","13-Feb Tingwall-Rousay",1,1
25,4,10,"SA","13-Feb Tingwall-Rousay",0,1
150,4,15,"SA","13-Feb Tingwall-Rousay",1,1
25,4,7,"SA","13-Feb Tingwall-Rousay",1,1
